titles,authors,nums,peoples
广告策划与策划书撰写,陈培爱/厦门大学出版社/2001-5-1/32.00元,7.2,25
我是微商2：21天逆天文案修炼笔记,流年小筑、徐东遥/机械工业出版社/2015-11-21/59.00,7,27
广告创意法则,(澳)迈克尔·纽曼|译者/电子工业出版社/2005-5/28.00元,6.8,123
电通鬼十则,植田正也/刘锦秀/广东汕头大学/2003-1/15.00元,7.1,114
人慾橫流－孫大偉的異想世界,孫大偉/天下文化/20010701/NT$270,8.4,14
灵感库设计图书 广告档案2012合订本 平面、电视广告与海报 影视广告 设计杂志书,广告档案杂志社/2013-1,7.6,10
奥美有情Ⅱ,庄淑芬/中信出版社/2008/35.00,6.9,285
用户视角：如何轻松唤醒痛点,李靖/机械工业出版社/2017-4/59.00,7.8,10
冲突,叶茂中/机械工业出版社/2017-7/108,7.1,44
奥美创意解密,余宜芳/中信出版社/2009/35.00元,7.9,296
十個廣告九個醜,曾錦程、陳大仁/一本堂(博益)/2000年8月/HKD78,7.6,30
广告文案传真,杨梨鹤/汕头大学出版社/2003-1/18.0,7.7,77
佐藤可士和的创意思考术,佐藤可士和/时江涛/北京科学技术出版社/2011-8-1/39.00元,7.6,746
宣 讲2(中国式公关写作的实战谋略),黄明胜/中国市场出版社/2007-8/39.80元,6.2,49
广告狂人,[美]理查德·克什鲍姆/赵鲲/北京联合出版公司/2014-1-1/39.8元,7.6,37
广告与促销,乔治·贝尔奇(GeorgeE.Belch)、迈克尔·贝尔奇(MichaelA.Belch)/中国人民大学出版社/2014-4-1/CNY89.00,7.2,10
设计与你有关,魏来/中信出版社/2009/29.00元,7.1,397
爱看书的广告,范用/三联书店/2004-04/24.00元,7,127
食物恋,李欣频/当代中国出版社/2008-4/39.00元,6.8,1054
一个公关人的自我修养,宋睿/新世界出版社/2016-12-15/42,7.6,49
广告心理学,沃尔特·D·斯科特/李旭大/中国发展出版社/2004-1/25.00元,7.7,73
小鱼吃大鱼,亚当·摩根/刘元琪/中国财政经济出版社/2004-10/45.00元,6.7,15
亿万市场,[美]唐锐涛(ThomasD.Doctoroff)/张渊、程瑞芳/东方出版中心/2008-1-18/39.00元,7.9,115
广告创意笔记,罗超群/中国书籍出版社/68.00,7.6,72
奥美的观点Ⅲ,奥美公司/中国物价出版社/2003-10/36.00,7.2,140
鸡蛋里挑骨头,[台]黄文博/企业管理出版社/2001-4/22.00元,6.7,99
此乃广告书,林永强/华夏出版社2007-1出版；龙媒选书；/2007-1-23上架简体中文/39.00元,7.7,266
像设计师那样思考2,DEBBIEMILLMAN/百舜/山东画报出版社/2012-7/37.00元,7.4,45
食物恋,李欣频/陕西师范大学出版社/2003-01/28.00,7.5,304
全栈市场人,Lydia/人民邮电出版社/2017-2-1/33.3元,7.2,384
赖声川的创意学,赖声川/中信出版社/2006-9/36.00元,7.8,2500
广告游戏,黄文博/汕头大学出版社/2003-1-1/23.00,8,26
这个设计好在哪,日kumikotanaka等/谢薾镁/旗标出版股份有限公司/2014-6/NT280,7.9,62
视觉说服－形象在广告中的作用,保罗.梅萨里[美]/新华出版社/2004-1/35.00元,7.8,70
营造名牌的21种模式,(德)安德雷亚斯・布霍尔茨沃尔夫兰・维德曼/肖健樊渝杰/中信出版社/1999-1/19.80,7.8,11
科特勒市场营销教程,〔美〕加里・阿姆斯特郎/俞利军/华夏出版社/2004-10/75.00元,8.4,90
广告宣传的心理战术,酒井利夫/陈刚/科学出版社/2007-11/25.00元,7.3,18
大卫·奥格威自传,[美]大卫•奥格威(DavidOgilvy)著/高志宏徐智明译/2008-5/35.00元,7.6,157
跨界,蓝色创意跨界创新实验室，中国蓝色创意集团/广东经济出版社/2008-5/45.00元,8,47
奥美观点精选品牌卷,奥美公司/2009-7/26.80元,7.2,63
自营销互联网方法,乔.普立兹/张晓青、王冬梅/机械工业出版社/2015-1-14,8.5,35
品牌领导,[美]大卫·A.艾克、爱里克·乔瑟米赛勒/曾晶/新华出版社/2001-4/29.80元,7.8,136
該生素質太差,王梅/天下文化/20010720/NT$300,8.4,13
广告武林秘笈外一章,张乐山/国际文化出版公司/2003-03/38.00元,8.1,104
文案,张宇微/电子工业出版社/2017-3/42,6.5,10
奥美观点精选（公关卷）,奥美公司/中国市场出版社/2009-7/25.80元,7.5,73
創意CEO,"馬里奧．普瑞肯Pricken,Mario/周芳苑/繆思出版有限公司/2011-4-28/NT$450",7.1,35
Then We Set His Hair on Fire,PhilDusenberry/Portfolio/2005-9-9/GBP24.95,7.1,10
創意的生成：廣告大師私家傳授的創意啟蒙書,楊傑美/許晉福/經濟新潮社/2009/NT$240,8.4,10
百年麦肯,麦肯·光明广告公司编/国际文化出版公司/2002-8/580.00元,8.1,15
中国传统艺术符号十说,吴卫/2011-11/68.00元,7.7,10
欧洲广告之王,[法]雅克·塞盖拉/中信出版社/2013-10-1/35.00元,8.2,24
如何寫好廣告文案,西尾忠久　著黃文博　譯/國家/19950000/NT$250,6.5,12
典型文案,李洁非/人民文学出版社/2010-8/39.00元,8.4,68
二十世纪上海报刊娱乐版广告资料长编,姜进/上海文化出版社/2015-3/480.00元,8.4,10
成年礼,邱小石/新星出版社/2010/45.00元,8.8,111
营销战,[美]艾·里斯、杰克·特劳特/李正栓、贾纪芳/中国财政经济出版社/2002-8/39.80元,8.4,510
广告人手记,叶茂中/北京联合出版公司/2016-1/88元,8.5,37
原创工作者要具备的能力,[日]高桥宣行/中信出版社/2014-4-1/32.00元,7.1,46
成功广告80例,颜伯勤/中国友谊出版公司/1991-12/8.90元,7.6,14
我和我的恋爱诏书,李欣频/东观国际文化股份有限公司/2002-11/新台币220元,7.4,47
1001个广告法则,路克·杜邦/赵静/2012-5/20.00元,6.2,79
品牌领导,（美）戴维•阿克、埃里克•乔基姆塞勒/耿帅/机械工业出版/2012-6/49.00元,7.7,42
克莱普纳广告教程,J·托马斯·拉塞尔/王宇田/中国人民大学/2005-8/99.80元,8.4,31
分割美国:广告主与新媒介世界,(美)约瑟夫.塔洛/洪兵/华夏出版社/2003-07-01/29.00元,7.7,42
奥美的观点6,奥美公司/中信出版社/2010-8/50.00元,7.2,133
声浪传播,南方日报出报社/2015-11/38,7,85
世界广告巨擘,魏炬/中国人民大学出版社/2006/29.8,7.8,165
颠覆广告,让－马贺·杜瑞/中国财政经济出版社/2002-11/40.00元,7.5,92
实战第三屏：移动营销实务十讲,黄维、罗晶、应花、李婉/2014-1/59.00元,7.8,32
一位创意总监的告白,林永强/华夏出版/2005-1/36.00元,7.4,141
怎样创作广告,汤姆.狄龙(美)、等/刘毅志/中国友谊出版公司/1991-12/8.00,7.7,19
品牌智能,谷虹/电子工业出版社/2015-3/79.00元,8.7,76
廣告101,吳博林/etpress出版/08年7月/$88,7.9,48
鲜榨橙汁,[美]帕特·法伦、[美]弗瑞德·森/商务印书馆/2009-7/25.00元,7.9,39
快感制造,创意快枪手/台海出版社/2004-11/19.80元,8.2,40
Mid Century Ads,StevenHeller/Taschen/2012-3-30/USD59.99,8.9,12
品牌标识创意与设计,(美)惠勒/姜晓渤王毅/上海人民美术出版社/2008-1/128.00元,8.2,29
小心广告,刘书宏/2009-7/23.80元,7.1,31
移动互联网时代国际4A广告顶级文案创意思维,朱海松/人民邮电出版社/2015-8-1/49,6.7,13
台湾创意百科—广告创作·1,杨宗魁/湖南美术出版社/2000-10-01/98,7.8,16
广告心理学,黄合水/高等教育出版社（蓝色畅想）/2005-4/25.00元,6.5,130
房地产精细操盘：营销策划,中汇城控股(集团)房地产研究中心/化学工业出版社/2014-9-1/68.00元,8.1,10
切割营销,路长全/2008-5/32.00元,7.2,42
情感化的品牌,[美]MarkGobe马格·戈拜/王毅王梦译/上海人民美术出版社/2011-1-1/48.00元,8.1,30
创新启示录,王健/复旦大学出版社/2003-9/30.00元,7.9,47
Bobos In Paradise,DavidBrooks/Simon&Schuster/2001-3-6/USD15.99,8.4,46
创意是根钉,张默闻/机械工业出版社/2013-10-23/88.00元,7.7,10
平面排版基本的基本,佐藤直树+ASYL/冯锦源/上海人民美术出版社/2014-1/49.00元,7.3,88
靠一行字卖翻天,田村仁/陳岳夫,8.3,15
品牌组合战略,戴维·阿克/中国劳动社会保障出版社/2005-5/58.00元,6.8,118
"Whatever You Think, Think the Opposite",PaulArden/Portfolio/2006-4-1/GBP11.65,6.7,149
营销策划文案写作指要,陈建中、吕波/中国经济出版社/2011-3-1/38.00元,6.2,16
广告策划,黄升民/中国传媒大学出版社/2006-7/36.00元,7.3,73
广告媒体策划,纪华强/复旦大学出版社/2003-10-1/29.00元,7.2,35
不做无效的营销,王泽蕴/中国友谊出版公司/2017-4/49.8,8,184
广告创意解码,沈吕百/中国物价出版社/2003-9/38.00元,7.3,88
广告符码 中文版,杰哈利/马姗姗/人民大学/2004-1/28.00元,8,66
国际4A广告公司媒介计划精要,阿诺德·M.巴尔班/朱海松/广东经济出版社/2005-2/28.00元,7.3,46
麦迪逊大道,（美）马丁・迈耶/刘会梁/海南出版社/1999-05/23.80,6.6,40
广告的超越,丁俊杰、陈刚/中信出版社/2016-1-1/CNY48.00,6.4,21
偷窺設計人的筆記,伊達千代/陳亦苓/旗標出版股份有限公司/2011-4-25/NT$450,7.6,18
房地产优秀广告文案创作与鉴赏大全,余源鹏编/机械工业/2010-6/68.00元,6.7,14
广告文案创意教程,沈虹/北京大学出版社/2008-10-1/62.00元,7.6,63
Reality in Advertising,RosserReeves/Knopf/1961-3-12/USD20.00,7.5,10
有机营销术,因为策略/中国经济出版社/2016-1-1/49.80元,8.9,22
