titles,authors,nums,peoples
冰与火,红旗出版社/2010-12-1/35.80元,7,120
大牛市·股殇,诸葛就是不亮/中信出版集团/2015-10-1/39.80,8.1,89
巴菲特选股魔法,洪瑞泰/2008-4/25.00元,8.2,44
1000%的男人,(日)菲阿里、炭谷道孝/朱元曾、王虹/中国三峡出版社/2006-6/38.00元,8,146
巴菲特教你读财报,MaryBuffett/李凤/中信出版社/2009-8/30.00元,7.2,827
一个华尔街瘾君子的自白,詹姆斯·J·克拉默/万丹/中信出版社/2003-12/27.00元,7.7,150
证券投资理论与证券投资战略适用性分析,波涛/经济管理出版社/2003-03-01/35.00元,7.6,44
我在股市活了下来,尼古拉斯·达瓦斯（NicolasDarvas）/机械工业出版社出版/2007-5-1/21.00元,7.2,97
投资的护城河,[美]希瑟·布里林特（HeatherBrilliant）、[美]伊丽莎白·柯林斯（ElizabethCollins）/汤光华、张坚柯、罗维/人民邮电出版社/2016-10-1/CNY59.00,7.6,102
股市信息藏宝图,袁克成/2009-4/32.00元,7.8,145
股市真面目,吴家俊/广东省出版集团，广东经济出版社/2010-1/48.00元,7,12
"价值投资,从看懂财报开始",孙旭东/机械工业出版社/2012-7-1/30.00元,7.6,108
股市之神是川銀藏,是川銀藏、伊東誠/大牌出版社/2011-3-4/NT$300,8.7,19
乱世华尔街,渔阳/中国人民大学出版社/2011-3-2/39.80元,8.8,1373
波浪理论经典,拉尔夫·N·艾略特/何平林/天津社会科学院出版社/2012-1/38.00元,6.9,59
查理·芒格的智慧,[美]RobertG.Hagstrom/郑磊、袁婷婷、贾宏杰/机械工业出版社/2015-4-1/49.00元,7.8,472
K线图快速入门,刘元吉、刘强/中国纺织出版社/2012-9/32.80元,6.3,50
攻守兼备,马丁.J.惠特曼/钦建伟/上海财经大学出版社/2008-1/39.00元,7.4,45
战胜政策市,袁幼鸣/浙江大学出版社/2010.2/38.00元,7.9,64
逆向投资策略,戴维·德瑞曼/安凡所、邹方斌/海天出版社/2001-02/18.00元,7.6,81
规划财富人生,杨天南/中国金融出版社/2013-1/36.00元,7.9,52
布林线,约翰·布林格/海通证券研究所/百家出版社/2002-07-01/23,7.2,101
每日交易心理训练,布雷特N.斯蒂恩博格(BrettN.Steenbarger)/沈阳格微翻译服务中心/2010-7/53.00元,7.9,55
证券期货投资计算机化技术分析原理,波涛/经济管理出版社/1998-07/30.00元,7.7,72
积极资产配置投资者理财指南,马丁·J·普林格/张晔明/中国青年出版社/2008-1/43.80元,8.1,42
盘口杀,[中]老姜/南方日报出版社/2016/58.00,7.4,10
胡立阳股票投资100招,胡立阳/经济日报出版社/2008年/45.00元,7.3,210
数学家妙谈股市,（美）保罗斯、JohnAllenPaulos/李月平等/机械工业出版社/2005-1-1/24元,7.5,38
猎杀黑马,王宁（王者）/机械工业出版社/2010年6月/39.00元,8.2,167
你也可以成為股票操作高手,立花義正/佐佐木雅博/同友館/1999年9月/NT$420元,8,30
擒庄秘籍-威科夫股票技术分析方法导论,理查德•D.威科夫(RichardD.Wyckoff)/上海财经大学出版社/2012-12-1/48.00元,7.1,10
战胜庄家-99新篇章（Defeat Banker）,青木/广东经济出版社/1999年7月/13.8,7.9,48
股市获利倍增术,杰森·凯利/钱峰/机械工业出版社/2009-4/32.00元,7.3,26
江恩股市定律,（美）江恩（Gann，W.D.）/田继鸣、胡怀栋/清华大学/2006-1/29.00元,7.6,99
驾驭交易,约翰·F·卡特/王嘉卫/广东经济出版社/2007-11/68.00元,7.3,60
我在私募生存的十二年,欧阳之光/机械工业/2012-1/38.00元,7.7,47
下一个大泡泡,（美）哈里.S.登特（HarryS.Dent）/阮一峰/中国社会科学出版社/２００５/28.00元,7.3,204
趋势交易大师,戴若·顾比/地震/2005-9/38.00元,6.7,109
崩溃点战术,铸剑先生/2012-1/39.80元,7.4,35
资产配置投资实践,【英】YoramLustig（尤拉姆拉斯汀）/孙静、郑志勇、李韵/电子工业出版社/2016-5/99.00元,7.5,13
做市商,成一虫/团结出版社/2012-3-1/28.00元,7.9,78
期货交易技术分析,施威格/马龙龙/等/清华大学出版社/1999-12/75.00元,8.1,219
超越技术分析,图莎尔·钱德/罗光海/万卷出版公司/2010-1/55.00元,7.3,77
蜡烛图方法,（美）比加洛著，杨永新等译/杨永新/机械工业/2004-1/32.00元,7.3,112
概率游戏,凌波/北京斯坦威图书有限责任公司/2015-6-1/CNY45.00,7.3,21
